wnid,name,rel_drop_mean,rmce_mean,acc_clean_mean
n02769748,backpack,0.6392357726317813,1.3089944652775403,0.52
n03899768,patio,0.5863470421583467,1.5916540835683517,0.6866666666666666
n07614500,ice_cream,0.5805494067545718,1.6717111373934224,0.7266666666666667
n04525038,velvet,0.5805384559073664,0.8230395088428036,0.35333333333333333
n04004767,printer,0.5642030208443062,1.3737256932488702,0.6133333333333334
n03887697,paper_towel,0.5584215023752893,1.709466416888209,0.7799999999999999
n07860988,dough,0.5572839427770153,1.150650720806694,0.5066666666666667
n03782006,monitor,0.5537117729695035,0.9422115733888988,0.4066666666666667
n15075141,toilet_tissue,0.552746806039489,1.3091777957173552,0.5866666666666668
n01697457,African_crocodile,0.5475705043728838,1.7945538624760096,0.8333333333333334
n02971356,carton,0.5393681266983653,1.2534582831067551,0.5866666666666667
n03633091,ladle,0.5388677211754672,1.1587453239457621,0.5466666666666667
n02808440,bathtub,0.5388058793511433,1.0056363653002924,0.4666666666666666
n02808304,bath_towel,0.5378812023669025,1.642408543644801,0.7666666666666666
n03742115,medicine_chest,0.536580781423758,1.4317956029450654,0.68
n03216828,dock,0.5329873594740899,1.2151627663432734,0.5733333333333334
n04560804,water_jug,0.5326842744383727,0.6670578255728188,0.3133333333333333
n01985128,crayfish,0.5315238018418724,1.7114514944252337,0.8066666666666666
n03866082,overskirt,0.5309972016762775,0.8811495196642394,0.42
n01740131,night_snake,0.5281181565618295,0.8706824283545384,0.42
n04357314,sunscreen,0.521857945903103,1.1298500776602405,0.5466666666666667
n03041632,cleaver,0.5195138261445708,1.298716658000081,0.6333333333333333
n04392985,tape_player,0.5193003638020789,1.0766980515733662,0.5266666666666667
n07880968,burrito,0.5181825555555163,1.8199648140137834,0.9
n03958227,plastic_bag,0.5174620674048116,1.1687527634712593,0.5533333333333333
n03710637,maillot,0.5150546564727493,0.4956841383206992,0.24
n04239074,sliding_door,0.5082359776847519,1.0057992265945204,0.49333333333333335
n02791270,barbershop,0.5078130757614358,1.4335982153282607,0.7066666666666667
n04041544,radio,0.5072085169983406,1.3646457723394818,0.6866666666666666
n04263257,soup_bowl,0.5069557868490961,1.260054540965264,0.6133333333333334
n02988304,CD_player,0.5020687205426407,1.1425451252287273,0.5800000000000001
n02776631,bakery,0.5003913027935184,0.9620612823687705,0.48666666666666664
n01978455,rock_crab,0.4981788295222447,1.4962909125306199,0.7599999999999999
n03770439,miniskirt,0.497878915024657,1.4691483252322606,0.7466666666666667
n03832673,notebook,0.4967047116900571,0.7188020531828853,0.35333333333333333
n04026417,purse,0.49598841968420726,1.172236099207853,0.6
n07871810,meat_loaf,0.49352742833552327,1.4397402227284528,0.7533333333333333
n04597913,wooden_spoon,0.49197889767559805,1.5926855945868013,0.8133333333333334
n01756291,sidewinder,0.4915407005005241,0.8341936231668052,0.43333333333333335
n04254120,soap_dispenser,0.4910573448269783,1.345405397574579,0.7000000000000001
n03908714,pencil_sharpener,0.4892882935660907,1.36200059715452,0.7066666666666667
n04081281,restaurant,0.48833750267502013,1.0414324931023526,0.5466666666666667
n04141975,scale,0.48616115030513574,1.5066318742173432,0.7866666666666666
n03793489,mouse,0.48441997081773785,0.8568120922546073,0.4466666666666667
n03908618,pencil_box,0.4841815077501856,1.5180973074014805,0.7799999999999999
n04090263,rifle,0.48281069856483266,1.0593261883965746,0.56
n02097474,Tibetan_terrier,0.4817885709278939,1.511903863681705,0.7999999999999999
n02840245,binder,0.48131852006093906,1.2786369134001925,0.6733333333333333
n03476991,hair_spray,0.4779581403400921,1.167385445140645,0.62
n03995372,power_drill,0.47776225058508454,1.2060017557044718,0.64
n04296562,stage,0.47710300766020747,1.4456663372409515,0.7666666666666666
n04133789,sandal,0.4766927647727841,1.4827497529323417,0.7933333333333333
n03450230,gown,0.4766507690357063,1.3815001677919458,0.7400000000000001
n02871525,bookshop,0.4759971264549163,1.1681414144757203,0.6266666666666667
n03223299,doormat,0.4749430615284274,1.3940746699113447,0.7399999999999999
n04355338,sundial,0.47487102817346755,1.5900665995846772,0.8333333333333334
n04154565,screwdriver,0.4747846851439457,0.9761294648457254,0.5133333333333333
n04033995,quilt,0.4739568688273368,1.3184827403891428,0.7000000000000001
n07684084,French_loaf,0.4729842157876585,1.3546651740763795,0.7333333333333334
n02124075,Egyptian_cat,0.47249393909761844,1.18642903184889,0.64
n03666591,lighter,0.47177437075922013,1.5046054243518812,0.8066666666666666
n07836838,chocolate_sauce,0.47143909491385405,1.2283200431757229,0.6666666666666666
n03089624,confectionery,0.4712432366870984,1.279178727010816,0.68
n01755581,diamondback,0.4710525479436867,1.5502395606106834,0.8266666666666667
n03141823,crutch,0.47020694940470936,1.2078703028432358,0.64
n04462240,toyshop,0.4695719569287759,1.3303113877008605,0.7200000000000001
n09428293,seashore,0.46891493818144186,0.8154355609221547,0.4466666666666666
n03950228,pitcher,0.4668115674361099,1.0707159846305974,0.58
n02109047,Great_Dane,0.46674321683745773,1.4446487653970752,0.7799999999999999
n03481172,hammer,0.466179897966674,1.2966591635326095,0.6866666666666666
n04067472,reel,0.46477041421327536,1.4727253318832243,0.8133333333333334
n03843555,oil_filter,0.4643060794643663,1.3452717908440421,0.7399999999999999
n09246464,cliff,0.4637340288721042,1.2608948404286542,0.6933333333333334
n04208210,shovel,0.46351104784589264,1.4042357613724459,0.7666666666666666
n03868863,oxygen_mask,0.46341780083715567,1.1649447206912322,0.6333333333333333
n03529860,home_theater,0.4629491820221611,1.420385195578958,0.7799999999999999
n01737021,water_snake,0.45876682287951104,1.4682516658218425,0.8133333333333334
n04200800,shoe_shop,0.4579897771247646,1.6096608088017135,0.8933333333333334
n03777754,modem,0.457487766647813,1.2849100565555769,0.7133333333333334
n04476259,tray,0.4573458959341313,1.2239309395170614,0.68
n03661043,library,0.4572698742390166,1.2175401063070124,0.68
n01667114,mud_turtle,0.4564753946588793,1.162180477174521,0.6466666666666666
n04116512,rubber_eraser,0.4552758715548159,1.195305683378372,0.6733333333333333
n04550184,wardrobe,0.45506435569850207,1.4293494222828267,0.7933333333333333
n03146219,cuirass,0.45178232083991254,0.9824916384087717,0.5533333333333333
n07615774,ice_lolly,0.4509525896702682,1.5637537438469176,0.88
n07932039,eggnog,0.44871682475683405,1.077101370611586,0.6
n04136333,sarong,0.44736037365186315,1.3122175416441155,0.7399999999999999
n02894605,breakwater,0.4425217168014517,1.2879311194345953,0.7399999999999999
n10148035,groom,0.4412795356733539,1.3904388781808417,0.7999999999999999
n04162706,seat_belt,0.44102324568789014,1.544772883525568,0.8933333333333334
n03938244,pillow,0.44002192803567763,1.51578276298429,0.8733333333333334
n02730930,apron,0.43974557786599666,1.4078630445109221,0.8066666666666666
n07711569,mashed_potato,0.4394737050512925,1.3291356797886869,0.7533333333333333
n04238763,slide_rule,0.4391466984758389,1.4152104395532479,0.82
n03032252,cinema,0.4388396491397189,1.3173079301985477,0.7666666666666666
n09421951,sandbar,0.43861188051306765,1.1652451785641926,0.68
n02747177,ashcan,0.4380335683090086,1.1693059363716622,0.6733333333333333
n04330267,stove,0.43757502602517423,1.0932337799573577,0.64
n03207941,dishwasher,0.4375150020458485,1.1494604345855892,0.6666666666666666
n01883070,wombat,0.4372350727684245,1.4381421812101862,0.84
n04325704,stole,0.4371762718624644,1.2360808945353057,0.7200000000000001
n04557648,water_bottle,0.43377764533701485,1.0549907641420067,0.62
n03063599,coffee_mug,0.43122970969618496,0.9552506726149271,0.5666666666666668
n04179913,sewing_machine,0.42962548932515204,1.535458557167998,0.9066666666666666
n03483316,hand_blower,0.42626538106866074,1.3181013178862375,0.7866666666666666
n01986214,hermit_crab,0.4251876421184037,1.636630190608037,0.98
n02236044,mantis,0.4246088982895488,1.4830717463555734,0.8866666666666667
n03461385,grocery_store,0.4238369452641851,1.160174087493098,0.6933333333333334
n01984695,spiny_lobster,0.42376332336166156,1.447410059294308,0.8666666666666667
n01729322,hognose_snake,0.42089700262519525,1.133188658370728,0.6866666666666666
n01644900,tailed_frog,0.4197803938432869,0.9510882754219506,0.5733333333333334
n02099429,curly-coated_retriever,0.41846805462942377,1.4284407753768686,0.8666666666666667
