model,method,severity,feature_delta,metric,rho,n
vit_b_32,cam,1,abs_delta_contrast,prob_drop,0.05599472990777339,45
vit_b_32,cam,1,abs_delta_hf_energy,prob_drop,0.23280632411067192,45
vit_b_32,cam,1,abs_delta_edge_strength,prob_drop,0.01080368906455863,45
vit_b_32,cam,1,abs_delta_entropy,prob_drop,-0.07918313570487483,45
vit_b_32,cam,1,abs_delta_saturation,prob_drop,0.16824769433465084,45
vit_b_32,cam,1,abs_delta_colorfulness,prob_drop,0.0018445322793148877,45
vit_b_32,cam,2,abs_delta_brightness,prob_drop,0.18722002635046112,45
vit_b_32,cam,2,abs_delta_contrast,prob_drop,0.024374176548089592,45
vit_b_32,cam,2,abs_delta_hf_energy,prob_drop,0.08353096179183135,45
vit_b_32,cam,2,abs_delta_edge_strength,prob_drop,0.08432147562582346,45
vit_b_32,cam,2,abs_delta_entropy,prob_drop,0.10566534914361,45
vit_b_32,cam,2,abs_delta_saturation,prob_drop,0.19920948616600792,45
vit_b_32,cam,2,abs_delta_colorfulness,prob_drop,-0.07048748353096179,45
vit_b_32,cam,3,abs_delta_brightness,prob_drop,0.19868247694334648,45
vit_b_32,cam,3,abs_delta_contrast,prob_drop,-0.025296442687747032,45
vit_b_32,cam,3,abs_delta_hf_energy,prob_drop,-0.018972332015810275,45
vit_b_32,cam,3,abs_delta_edge_strength,prob_drop,-0.08629776021080368,45
vit_b_32,cam,3,abs_delta_entropy,prob_drop,0.01844532279314888,45
vit_b_32,cam,3,abs_delta_saturation,prob_drop,0.10131752305665347,45
vit_b_32,cam,3,abs_delta_colorfulness,prob_drop,-0.10856389986824767,45
vit_b_32,cam,4,abs_delta_brightness,prob_drop,-0.023320158102766796,45
vit_b_32,cam,4,abs_delta_contrast,prob_drop,-0.12582345191040842,45
vit_b_32,cam,4,abs_delta_hf_energy,prob_drop,-0.06469038208168643,45
vit_b_32,cam,4,abs_delta_edge_strength,prob_drop,-0.15006587615283265,45
vit_b_32,cam,4,abs_delta_entropy,prob_drop,-0.16969696969696968,45
vit_b_32,cam,4,abs_delta_saturation,prob_drop,-0.008432147562582345,45
vit_b_32,cam,4,abs_delta_colorfulness,prob_drop,-0.15480895915678522,45
vit_b_32,cam,5,abs_delta_brightness,prob_drop,-0.0013175230566534915,45
vit_b_32,cam,5,abs_delta_contrast,prob_drop,-0.10250329380764163,45
vit_b_32,cam,5,abs_delta_hf_energy,prob_drop,0.008168642951251647,45
vit_b_32,cam,5,abs_delta_edge_strength,prob_drop,-0.02845849802371541,45
vit_b_32,cam,5,abs_delta_entropy,prob_drop,0.11515151515151513,45
vit_b_32,cam,5,abs_delta_saturation,prob_drop,-0.002766798418972332,45
vit_b_32,cam,5,abs_delta_colorfulness,prob_drop,-0.08735177865612648,45
vit_b_32,cam,1,abs_delta_brightness,centroid_shift,-0.1188405797101449,45
vit_b_32,cam,1,abs_delta_contrast,centroid_shift,0.2213438735177865,45
vit_b_32,cam,1,abs_delta_hf_energy,centroid_shift,0.28287220026350457,45
vit_b_32,cam,1,abs_delta_edge_strength,centroid_shift,0.3670619235836627,45
vit_b_32,cam,1,abs_delta_entropy,centroid_shift,0.21133069828722,45
vit_b_32,cam,1,abs_delta_saturation,centroid_shift,0.28287220026350457,45
vit_b_32,cam,1,abs_delta_colorfulness,centroid_shift,0.04940711462450593,45
vit_b_32,cam,2,abs_delta_brightness,centroid_shift,0.13794466403162056,45
vit_b_32,cam,2,abs_delta_contrast,centroid_shift,-0.122266139657444,45
vit_b_32,cam,2,abs_delta_hf_energy,centroid_shift,0.03939393939393939,45
vit_b_32,cam,2,abs_delta_edge_strength,centroid_shift,0.2380764163372859,45
vit_b_32,cam,2,abs_delta_entropy,centroid_shift,0.16482213438735177,45
vit_b_32,cam,2,abs_delta_saturation,centroid_shift,0.2965744400527009,45
vit_b_32,cam,2,abs_delta_colorfulness,centroid_shift,0.19525691699604739,45
vit_b_32,cam,3,abs_delta_brightness,centroid_shift,0.10777338603425558,45
vit_b_32,cam,3,abs_delta_contrast,centroid_shift,-0.04216073781291173,45
vit_b_32,cam,3,abs_delta_hf_energy,centroid_shift,0.24861660079051381,45
vit_b_32,cam,3,abs_delta_edge_strength,centroid_shift,0.3188405797101449,45
vit_b_32,cam,3,abs_delta_entropy,centroid_shift,0.1152832674571805,45
vit_b_32,cam,3,abs_delta_saturation,centroid_shift,0.0963109354413702,45
vit_b_32,cam,3,abs_delta_colorfulness,centroid_shift,0.11805006587615281,45
vit_b_32,cam,4,abs_delta_brightness,centroid_shift,-0.013702239789196309,45
vit_b_32,cam,4,abs_delta_contrast,centroid_shift,-0.07944664031620552,45
vit_b_32,cam,4,abs_delta_hf_energy,centroid_shift,0.3990777338603425,45
vit_b_32,cam,4,abs_delta_edge_strength,centroid_shift,0.4495388669301712,45
vit_b_32,cam,4,abs_delta_entropy,centroid_shift,0.07351778656126481,45
vit_b_32,cam,4,abs_delta_saturation,centroid_shift,0.15731225296442686,45
vit_b_32,cam,4,abs_delta_colorfulness,centroid_shift,0.22872200263504605,45
vit_b_32,cam,5,abs_delta_brightness,centroid_shift,0.029249011857707508,45
vit_b_32,cam,5,abs_delta_contrast,centroid_shift,-0.25942028985507243,45
vit_b_32,cam,5,abs_delta_hf_energy,centroid_shift,0.12753623188405797,45
vit_b_32,cam,5,abs_delta_edge_strength,centroid_shift,0.20223978919631094,45
vit_b_32,cam,5,abs_delta_entropy,centroid_shift,0.07101449275362318,45
vit_b_32,cam,5,abs_delta_saturation,centroid_shift,0.14914361001317522,45
vit_b_32,cam,5,abs_delta_colorfulness,centroid_shift,0.12332015810276678,45
vit_b_32,ig,1,abs_delta_brightness,xai_iou,-0.45731225296442685,45
vit_b_32,ig,1,abs_delta_contrast,xai_iou,-0.35533596837944664,45
vit_b_32,ig,1,abs_delta_hf_energy,xai_iou,-0.3021080368906456,45
vit_b_32,ig,1,abs_delta_edge_strength,xai_iou,-0.1869565217391304,45
vit_b_32,ig,1,abs_delta_entropy,xai_iou,0.07760210803689063,45
vit_b_32,ig,1,abs_delta_saturation,xai_iou,-0.3251646903820817,45
vit_b_32,ig,1,abs_delta_colorfulness,xai_iou,0.022134387351778657,45
vit_b_32,ig,2,abs_delta_brightness,xai_iou,-0.5079051383399208,45
vit_b_32,ig,2,abs_delta_contrast,xai_iou,-0.24901185770750983,45
vit_b_32,ig,2,abs_delta_hf_energy,xai_iou,-0.18274044795783925,45
vit_b_32,ig,2,abs_delta_edge_strength,xai_iou,-0.27799736495388666,45
vit_b_32,ig,2,abs_delta_entropy,xai_iou,-0.3007905138339921,45
vit_b_32,ig,2,abs_delta_saturation,xai_iou,-0.35111989459815546,45
vit_b_32,ig,2,abs_delta_colorfulness,xai_iou,-0.17667984189723318,45
vit_b_32,ig,3,abs_delta_brightness,xai_iou,-0.7538866930171279,45
vit_b_32,ig,3,abs_delta_contrast,xai_iou,-0.20606060606060603,45
vit_b_32,ig,3,abs_delta_hf_energy,xai_iou,-0.19881422924901182,45
vit_b_32,ig,3,abs_delta_edge_strength,xai_iou,-0.24677206851119893,45
vit_b_32,ig,3,abs_delta_entropy,xai_iou,-0.3130434782608695,45
vit_b_32,ig,3,abs_delta_saturation,xai_iou,-0.3799736495388669,45
vit_b_32,ig,3,abs_delta_colorfulness,xai_iou,-0.3494071146245059,45
vit_b_32,ig,4,abs_delta_brightness,xai_iou,-0.7588932806324109,45
vit_b_32,ig,4,abs_delta_contrast,xai_iou,-0.23899868247694334,45
vit_b_32,ig,4,abs_delta_hf_energy,xai_iou,-0.3808959156785243,45
vit_b_32,ig,4,abs_delta_edge_strength,xai_iou,-0.27826086956521734,45
vit_b_32,ig,4,abs_delta_entropy,xai_iou,-0.275098814229249,45
vit_b_32,ig,4,abs_delta_saturation,xai_iou,-0.5263504611330697,45
vit_b_32,ig,4,abs_delta_colorfulness,xai_iou,-0.5953886693017127,45
vit_b_32,ig,5,abs_delta_brightness,xai_iou,-0.6960474308300395,45
vit_b_32,ig,5,abs_delta_contrast,xai_iou,-0.2938076416337285,45
vit_b_32,ig,5,abs_delta_hf_energy,xai_iou,-0.46837944664031617,45
vit_b_32,ig,5,abs_delta_edge_strength,xai_iou,-0.35362318840579704,45
vit_b_32,ig,5,abs_delta_entropy,xai_iou,-0.5442687747035573,45
vit_b_32,ig,5,abs_delta_saturation,xai_iou,-0.6247694334650856,45
vit_b_32,ig,5,abs_delta_colorfulness,xai_iou,-0.7490118577075098,45
vit_b_32,ig,1,abs_delta_brightness,prob_drop,0.01515151515151515,45
vit_b_32,ig,1,abs_delta_contrast,prob_drop,0.05599472990777339,45
vit_b_32,ig,1,abs_delta_hf_energy,prob_drop,0.23280632411067192,45
vit_b_32,ig,1,abs_delta_edge_strength,prob_drop,0.01080368906455863,45
vit_b_32,ig,1,abs_delta_entropy,prob_drop,-0.07918313570487483,45
vit_b_32,ig,1,abs_delta_saturation,prob_drop,0.16824769433465084,45
vit_b_32,ig,1,abs_delta_colorfulness,prob_drop,0.0018445322793148877,45
vit_b_32,ig,2,abs_delta_brightness,prob_drop,0.18722002635046112,45
vit_b_32,ig,2,abs_delta_contrast,prob_drop,0.024374176548089592,45
vit_b_32,ig,2,abs_delta_hf_energy,prob_drop,0.08353096179183135,45
vit_b_32,ig,2,abs_delta_edge_strength,prob_drop,0.08432147562582346,45
vit_b_32,ig,2,abs_delta_entropy,prob_drop,0.10566534914361,45
vit_b_32,ig,2,abs_delta_saturation,prob_drop,0.19920948616600792,45
vit_b_32,ig,2,abs_delta_colorfulness,prob_drop,-0.07048748353096179,45
vit_b_32,ig,3,abs_delta_brightness,prob_drop,0.19868247694334648,45
vit_b_32,ig,3,abs_delta_contrast,prob_drop,-0.025296442687747032,45
vit_b_32,ig,3,abs_delta_hf_energy,prob_drop,-0.018972332015810275,45
vit_b_32,ig,3,abs_delta_edge_strength,prob_drop,-0.08629776021080368,45
vit_b_32,ig,3,abs_delta_entropy,prob_drop,0.01844532279314888,45
vit_b_32,ig,3,abs_delta_saturation,prob_drop,0.10131752305665347,45
vit_b_32,ig,3,abs_delta_colorfulness,prob_drop,-0.10856389986824767,45
vit_b_32,ig,4,abs_delta_brightness,prob_drop,-0.023320158102766796,45
vit_b_32,ig,4,abs_delta_contrast,prob_drop,-0.12582345191040842,45
vit_b_32,ig,4,abs_delta_hf_energy,prob_drop,-0.06469038208168643,45
vit_b_32,ig,4,abs_delta_edge_strength,prob_drop,-0.15006587615283265,45
vit_b_32,ig,4,abs_delta_entropy,prob_drop,-0.16969696969696968,45
vit_b_32,ig,4,abs_delta_saturation,prob_drop,-0.008432147562582345,45
vit_b_32,ig,4,abs_delta_colorfulness,prob_drop,-0.15480895915678522,45
vit_b_32,ig,5,abs_delta_brightness,prob_drop,-0.0013175230566534915,45
vit_b_32,ig,5,abs_delta_contrast,prob_drop,-0.10250329380764163,45
vit_b_32,ig,5,abs_delta_hf_energy,prob_drop,0.008168642951251647,45
vit_b_32,ig,5,abs_delta_edge_strength,prob_drop,-0.02845849802371541,45
vit_b_32,ig,5,abs_delta_entropy,prob_drop,0.11515151515151513,45
vit_b_32,ig,5,abs_delta_saturation,prob_drop,-0.002766798418972332,45
vit_b_32,ig,5,abs_delta_colorfulness,prob_drop,-0.08735177865612648,45
vit_b_32,ig,1,abs_delta_brightness,centroid_shift,0.5683794466403161,45
vit_b_32,ig,1,abs_delta_contrast,centroid_shift,0.22569169960474303,45
vit_b_32,ig,1,abs_delta_hf_energy,centroid_shift,0.050592885375494064,45
vit_b_32,ig,1,abs_delta_edge_strength,centroid_shift,0.11014492753623187,45
vit_b_32,ig,1,abs_delta_entropy,centroid_shift,0.15783926218708827,45
vit_b_32,ig,1,abs_delta_saturation,centroid_shift,0.3476943346508563,45
vit_b_32,ig,1,abs_delta_colorfulness,centroid_shift,0.4081686429512516,45
vit_b_32,ig,2,abs_delta_brightness,centroid_shift,0.5753623188405796,45
vit_b_32,ig,2,abs_delta_contrast,centroid_shift,0.3395256916996047,45
vit_b_32,ig,2,abs_delta_hf_energy,centroid_shift,0.04071146245059288,45
vit_b_32,ig,2,abs_delta_edge_strength,centroid_shift,0.17312252964426875,45
vit_b_32,ig,2,abs_delta_entropy,centroid_shift,0.3926218708827405,45
vit_b_32,ig,2,abs_delta_saturation,centroid_shift,0.27101449275362316,45
vit_b_32,ig,2,abs_delta_colorfulness,centroid_shift,0.3425559947299077,45
vit_b_32,ig,3,abs_delta_brightness,centroid_shift,0.47259552042160735,45
vit_b_32,ig,3,abs_delta_contrast,centroid_shift,0.2281949934123847,45
vit_b_32,ig,3,abs_delta_hf_energy,centroid_shift,-0.05322793148880104,45
vit_b_32,ig,3,abs_delta_edge_strength,centroid_shift,-0.08036890645586296,45
vit_b_32,ig,3,abs_delta_entropy,centroid_shift,0.32490118577075094,45
vit_b_32,ig,3,abs_delta_saturation,centroid_shift,0.12621870882740446,45
vit_b_32,ig,3,abs_delta_colorfulness,centroid_shift,0.1600790513833992,45
vit_b_32,ig,4,abs_delta_brightness,centroid_shift,0.5617918313570487,45
vit_b_32,ig,4,abs_delta_contrast,centroid_shift,0.25138339920948616,45
vit_b_32,ig,4,abs_delta_hf_energy,centroid_shift,0.02542819499341238,45
vit_b_32,ig,4,abs_delta_edge_strength,centroid_shift,-0.10961791831357047,45
vit_b_32,ig,4,abs_delta_entropy,centroid_shift,0.1681159420289855,45
vit_b_32,ig,4,abs_delta_saturation,centroid_shift,0.20368906455862978,45
vit_b_32,ig,4,abs_delta_colorfulness,centroid_shift,0.19183135704874835,45
vit_b_32,ig,5,abs_delta_brightness,centroid_shift,0.34808959156785235,45
vit_b_32,ig,5,abs_delta_contrast,centroid_shift,0.04795783926218709,45
vit_b_32,ig,5,abs_delta_hf_energy,centroid_shift,0.09762845849802369,45
vit_b_32,ig,5,abs_delta_edge_strength,centroid_shift,0.006982872200263504,45
vit_b_32,ig,5,abs_delta_entropy,centroid_shift,0.236231884057971,45
vit_b_32,ig,5,abs_delta_saturation,centroid_shift,0.10566534914361,45
vit_b_32,ig,5,abs_delta_colorfulness,centroid_shift,0.2229249011857707,45
vit_b_32,rollout,1,abs_delta_brightness,xai_iou,-0.7282848582626089,45
vit_b_32,rollout,1,abs_delta_contrast,xai_iou,-0.5361177907318961,45
vit_b_32,rollout,1,abs_delta_hf_energy,xai_iou,-0.335913567822799,45
vit_b_32,rollout,1,abs_delta_edge_strength,xai_iou,-0.23959945992773482,45
vit_b_32,rollout,1,abs_delta_entropy,xai_iou,-0.16601337338957708,45
vit_b_32,rollout,1,abs_delta_saturation,xai_iou,-0.3803155573722335,45
vit_b_32,rollout,1,abs_delta_colorfulness,xai_iou,-0.3858493364852194,45
vit_b_32,rollout,2,abs_delta_brightness,xai_iou,-0.7396159297796753,45
vit_b_32,rollout,2,abs_delta_contrast,xai_iou,-0.5127968644700269,45
vit_b_32,rollout,2,abs_delta_hf_energy,xai_iou,-0.23143054790380327,45
vit_b_32,rollout,2,abs_delta_edge_strength,xai_iou,-0.25020586989429117,45
vit_b_32,rollout,2,abs_delta_entropy,xai_iou,-0.5131921344066688,45
vit_b_32,rollout,2,abs_delta_saturation,xai_iou,-0.25270924615968954,45
vit_b_32,rollout,2,abs_delta_colorfulness,xai_iou,-0.39243716876258355,45
vit_b_32,rollout,3,abs_delta_brightness,xai_iou,-0.7353997171221622,45
vit_b_32,rollout,3,abs_delta_contrast,xai_iou,-0.3712243488294709,45
vit_b_32,rollout,3,abs_delta_hf_energy,xai_iou,-0.294541981120952,45
vit_b_32,rollout,3,abs_delta_edge_strength,xai_iou,-0.23999472986437667,45
vit_b_32,rollout,3,abs_delta_entropy,xai_iou,-0.3509997037379629,45
vit_b_32,rollout,3,abs_delta_saturation,xai_iou,-0.26845416530258986,45
vit_b_32,rollout,3,abs_delta_colorfulness,xai_iou,-0.4034388486657817,45
vit_b_32,rollout,4,abs_delta_brightness,xai_iou,-0.731357048748353,45
vit_b_32,rollout,4,abs_delta_contrast,xai_iou,-0.45243741765480894,45
vit_b_32,rollout,4,abs_delta_hf_energy,xai_iou,-0.4098814229249011,45
vit_b_32,rollout,4,abs_delta_edge_strength,xai_iou,-0.2511198945981555,45
vit_b_32,rollout,4,abs_delta_entropy,xai_iou,-0.4035573122529644,45
vit_b_32,rollout,4,abs_delta_saturation,xai_iou,-0.3552042160737813,45
vit_b_32,rollout,4,abs_delta_colorfulness,xai_iou,-0.5503293807641633,45
vit_b_32,rollout,5,abs_delta_brightness,xai_iou,-0.6517342471996372,45
vit_b_32,rollout,5,abs_delta_contrast,xai_iou,-0.32972100548207667,45
vit_b_32,rollout,5,abs_delta_hf_energy,xai_iou,-0.4869725619427594,45
vit_b_32,rollout,5,abs_delta_edge_strength,xai_iou,-0.3674692844313734,45
vit_b_32,rollout,5,abs_delta_entropy,xai_iou,-0.3306433020009077,45
vit_b_32,rollout,5,abs_delta_saturation,xai_iou,-0.3769557629107778,45
vit_b_32,rollout,5,abs_delta_colorfulness,xai_iou,-0.6191903557494582,45
vit_b_32,rollout,1,abs_delta_brightness,prob_drop,0.01515151515151515,45
vit_b_32,rollout,1,abs_delta_contrast,prob_drop,0.05599472990777339,45
vit_b_32,rollout,1,abs_delta_hf_energy,prob_drop,0.23280632411067192,45
vit_b_32,rollout,1,abs_delta_edge_strength,prob_drop,0.01080368906455863,45
vit_b_32,rollout,1,abs_delta_entropy,prob_drop,-0.07918313570487483,45
vit_b_32,rollout,1,abs_delta_saturation,prob_drop,0.16824769433465084,45
vit_b_32,rollout,1,abs_delta_colorfulness,prob_drop,0.0018445322793148877,45
vit_b_32,rollout,2,abs_delta_brightness,prob_drop,0.18722002635046112,45
vit_b_32,rollout,2,abs_delta_contrast,prob_drop,0.024374176548089592,45
vit_b_32,rollout,2,abs_delta_hf_energy,prob_drop,0.08353096179183135,45
vit_b_32,rollout,2,abs_delta_edge_strength,prob_drop,0.08432147562582346,45
vit_b_32,rollout,2,abs_delta_entropy,prob_drop,0.10566534914361,45
vit_b_32,rollout,2,abs_delta_saturation,prob_drop,0.19920948616600792,45
vit_b_32,rollout,2,abs_delta_colorfulness,prob_drop,-0.07048748353096179,45
vit_b_32,rollout,3,abs_delta_brightness,prob_drop,0.19868247694334648,45
vit_b_32,rollout,3,abs_delta_contrast,prob_drop,-0.025296442687747032,45
vit_b_32,rollout,3,abs_delta_hf_energy,prob_drop,-0.018972332015810275,45
vit_b_32,rollout,3,abs_delta_edge_strength,prob_drop,-0.08629776021080368,45
vit_b_32,rollout,3,abs_delta_entropy,prob_drop,0.01844532279314888,45
vit_b_32,rollout,3,abs_delta_saturation,prob_drop,0.10131752305665347,45
vit_b_32,rollout,3,abs_delta_colorfulness,prob_drop,-0.10856389986824767,45
vit_b_32,rollout,4,abs_delta_brightness,prob_drop,-0.023320158102766796,45
vit_b_32,rollout,4,abs_delta_contrast,prob_drop,-0.12582345191040842,45
vit_b_32,rollout,4,abs_delta_hf_energy,prob_drop,-0.06469038208168643,45
vit_b_32,rollout,4,abs_delta_edge_strength,prob_drop,-0.15006587615283265,45
vit_b_32,rollout,4,abs_delta_entropy,prob_drop,-0.16969696969696968,45
vit_b_32,rollout,4,abs_delta_saturation,prob_drop,-0.008432147562582345,45
vit_b_32,rollout,4,abs_delta_colorfulness,prob_drop,-0.15480895915678522,45
vit_b_32,rollout,5,abs_delta_brightness,prob_drop,-0.0013175230566534915,45
vit_b_32,rollout,5,abs_delta_contrast,prob_drop,-0.10250329380764163,45
vit_b_32,rollout,5,abs_delta_hf_energy,prob_drop,0.008168642951251647,45
vit_b_32,rollout,5,abs_delta_edge_strength,prob_drop,-0.02845849802371541,45
vit_b_32,rollout,5,abs_delta_entropy,prob_drop,0.11515151515151513,45
vit_b_32,rollout,5,abs_delta_saturation,prob_drop,-0.002766798418972332,45
vit_b_32,rollout,5,abs_delta_colorfulness,prob_drop,-0.08735177865612648,45
vit_b_32,rollout,1,abs_delta_brightness,centroid_shift,0.720816864295125,45
vit_b_32,rollout,1,abs_delta_contrast,centroid_shift,0.4260869565217391,45
vit_b_32,rollout,1,abs_delta_hf_energy,centroid_shift,0.3042160737812911,45
vit_b_32,rollout,1,abs_delta_edge_strength,centroid_shift,0.28642951251646903,45
vit_b_32,rollout,1,abs_delta_entropy,centroid_shift,0.20922266139657444,45
vit_b_32,rollout,1,abs_delta_saturation,centroid_shift,0.43702239789196307,45
vit_b_32,rollout,1,abs_delta_colorfulness,centroid_shift,0.5023715415019762,45
vit_b_32,rollout,2,abs_delta_brightness,centroid_shift,0.7362318840579709,45
vit_b_32,rollout,2,abs_delta_contrast,centroid_shift,0.44242424242424244,45
vit_b_32,rollout,2,abs_delta_hf_energy,centroid_shift,0.10803689064558629,45
vit_b_32,rollout,2,abs_delta_edge_strength,centroid_shift,0.2670619235836627,45
vit_b_32,rollout,2,abs_delta_entropy,centroid_shift,0.5455862977602107,45
vit_b_32,rollout,2,abs_delta_saturation,centroid_shift,0.2624505928853755,45
vit_b_32,rollout,2,abs_delta_colorfulness,centroid_shift,0.4343873517786561,45
vit_b_32,rollout,3,abs_delta_brightness,centroid_shift,0.7403162055335968,45
vit_b_32,rollout,3,abs_delta_contrast,centroid_shift,0.34005270092226614,45
vit_b_32,rollout,3,abs_delta_hf_energy,centroid_shift,0.16693017127799736,45
vit_b_32,rollout,3,abs_delta_edge_strength,centroid_shift,0.15889328063241104,45
vit_b_32,rollout,3,abs_delta_entropy,centroid_shift,0.3696969696969697,45
vit_b_32,rollout,3,abs_delta_saturation,centroid_shift,0.2874835309617918,45
vit_b_32,rollout,3,abs_delta_colorfulness,centroid_shift,0.39341238471673246,45
vit_b_32,rollout,4,abs_delta_brightness,centroid_shift,0.7720685111989459,45
vit_b_32,rollout,4,abs_delta_contrast,centroid_shift,0.38537549407114624,45
vit_b_32,rollout,4,abs_delta_hf_energy,centroid_shift,0.29538866930171276,45
vit_b_32,rollout,4,abs_delta_edge_strength,centroid_shift,0.17984189723320157,45
vit_b_32,rollout,4,abs_delta_entropy,centroid_shift,0.48682476943346503,45
vit_b_32,rollout,4,abs_delta_saturation,centroid_shift,0.36666666666666664,45
vit_b_32,rollout,4,abs_delta_colorfulness,centroid_shift,0.5732542819499341,45
vit_b_32,rollout,5,abs_delta_brightness,centroid_shift,0.740052700922266,45
vit_b_32,rollout,5,abs_delta_contrast,centroid_shift,0.372859025032938,45
vit_b_32,rollout,5,abs_delta_hf_energy,centroid_shift,0.27035573122529644,45
vit_b_32,rollout,5,abs_delta_edge_strength,centroid_shift,0.19222661396574436,45
vit_b_32,rollout,5,abs_delta_entropy,centroid_shift,0.3108036890645586,45
vit_b_32,rollout,5,abs_delta_saturation,centroid_shift,0.38432147562582336,45
vit_b_32,rollout,5,abs_delta_colorfulness,centroid_shift,0.5573122529644269,45
